Partner Name,Partner Address,Partner Website,Fave Partner Site,Contact Information,Country,Location,Latitude,Longitude,Accept FavePay
Taste Enclave,,https://www.sunwayhotels.com/sunwayresorthotelspa/dining/within-the-hotel/taste-enclave/,https://myfave.com/kedah/partners/taste-enclave,,Malaysia,Kedah,,,false
Taste & Memories,"6, Jalan 1/109e, Taman Desa Business Park, 58100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",https://www.facebook.com/taste.memories/,https://myfave.com/kedah/partners/taste-memories,,Malaysia,Kedah,3.096979,101.67766,true
Taste Of Steam,,,https://myfave.com/kedah/partners/taste-of-steam,,Malaysia,Kedah,,,false
Taste Of Wellness Restaurant,"Ground Floor 15, Jalan Medan Ipoh 5, Bandar Baru Medan, 31400 Ipoh Perak",,https://myfave.com/kedah/partners/taste-of-wellness-restaurant,,Malaysia,Kedah,4.6166161,101.0511085,true
Tasty Bakery,"Jalan Chengai, Taman Melodies, 80250 Johor Bahru, Johor, Malaysia",https://www.facebook.com/PassionCafe.JB/?fref=ts,https://myfave.com/kedah/partners/tasty-bakery,,Malaysia,Kedah,1.4945421,103.76287690000004,true
Tastychopz,,,https://myfave.com/kedah/partners/tastychopz,,Malaysia,Kedah,,,false
Tasty Seoul,,,https://myfave.com/kedah/partners/tasty-seoul,,Malaysia,Kedah,,,false
Tasty Toasty,,https://www.facebook.com/tastytoasty/,https://myfave.com/kedah/partners/tasty-toasty,,Malaysia,Kedah,,,false
Tasty Tummy Cafe,"31-1, Trader Square Cheras, Jalan Dataran Cheras 2, 43200, Balakong, Selangor.",https://www.facebook.com/tastytummycafe/,https://myfave.com/kedah/partners/tasty-tummy-cafe,,Malaysia,Kedah,3.03484,101.76362,true
Tasty V Diet Cafe,"69, Jalan Medan Ipoh 6, Bandar Bary Medan Ipoh, 31400 Ipoh, Perak.",https://www.facebook.com/TastyVDietCafe/,https://myfave.com/kedah/partners/tasty-v-diet-cafe,,Malaysia,Kedah,4.6147908,101.1193013,true
Taylor's University Lakeside,,http://university.taylors.edu.my/,https://myfave.com/kedah/partners/taylors-university-lakeside,,Malaysia,Kedah,,,false
TBC Melaka(Teddy Bear Cafe),,https://www.facebook.com/tbcmelaka/,https://myfave.com/kedah/partners/tbc-melakateddy-bear-cafe,,Malaysia,Kedah,,,false
TBM,"PS-4, 5, 6, 7 &amp; 8 Taman Evergreen, Jalan Klang Lama, Batu 4, 58100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",,https://myfave.com/kedah/partners/tbm,,Malaysia,Kedah,3.097069799999999,101.67543390000003,true
TC Nail House,,https://www.facebook.com/winnietcnailhouse/?fref=nf,https://myfave.com/kedah/partners/tc-nail-house,,Malaysia,Kedah,,,false
TCS Assistance,,http://tcsassistance.com/,https://myfave.com/kedah/partners/tcs-assistance,,Malaysia,Kedah,,,false
T Culture Cafe,"Food Court, 2nd floor, phase 1, Wisma Merdeka,88000  Kota KInabalu",,https://myfave.com/kedah/partners/t-culture-cafe,,Malaysia,Kedah,5.9838151,116.07373380000001,true
TDYS - Squid Boy,,https://www.facebook.com/pg/TaiwanDongYingSnacks/about/?ref=page_internal,https://myfave.com/kedah/partners/tdys-squid-boy,,Malaysia,Kedah,,,false
Tea Aroi,"B-35, Sunway Velocity Mall, 46200 Kuala Lumpur.",https://www.facebook.com/teaaroi/,https://myfave.com/kedah/partners/tea-aroi,,Malaysia,Kedah,3.126793,101.725018,true
Tea Aroi Penang,"170-01-K7, Gurney Plaza, Persiaran Gurney, 10250 Penang, Malaysia",,https://myfave.com/kedah/partners/tea-aroi-penang,,Malaysia,Kedah,5.440275499999999,100.30832220000002,true
Teach For Malaysia,,https://teachformalaysia.org/home/,https://myfave.com/kedah/partners/teach-for-malaysia,,Malaysia,Kedah,,,false
Tea Lab 实验茶室,"28, Jalan Gaya 28, Taman Gaya, 81800 Ulu Tiram, Johor, Malaysia",,https://myfave.com/kedah/partners/tea-lab-%E5%AE%9E%E9%AA%8C%E8%8C%B6%E5%AE%A4,,Malaysia,Kedah,1.5687996,103.80124550000005,true
Tealicious,"88, Jalan Sutera Tanjung 8/3, Taman Sutera Utama Skudai, Johor 81300.",https://www.facebook.com/tealicious.singapore,https://myfave.com/kedah/partners/tealicious,,Malaysia,Kedah,1.51514,103.669031,true
Tease Cafe,"AT110, Ground Floor, Tower A2, iCom Square, New Lot 11056, Section 64, KTLD, Jalan Pending, 93450, Kuching, Sarawak",https://www.facebook.com/teasebyjasestearoom/?ref=br_rs,https://myfave.com/kedah/partners/tease-cafe,,Malaysia,Kedah,1.552037,110.372118,true
Tea & Tattle,,https://www.facebook.com/teantattledamansara/,https://myfave.com/kedah/partners/tea-tattle,,Malaysia,Kedah,,,false
Tech Dome Penang,,http://www.techdomepenang.org,https://myfave.com/kedah/partners/tech-dome-penang,,Malaysia,Kedah,,,false
Techniqu Hair Studio,,,https://myfave.com/kedah/partners/techniqu-hair-studio,,Malaysia,Kedah,,,false
TechnoFlex Fitness Club,,https://www.facebook.com/TECHNOFLEX-GYM-122132767798582/timeline/,https://myfave.com/kedah/partners/technoflex-fitness-club,,Malaysia,Kedah,,,false
Tedboy Bakery,"Lot G-02, Ground Floor, Tower 2, Wisma Averis, Avenue 5, Bangsar South City, No. 8, Jalan Kerinchi, 59200 Kuala Lumpur",http://www.tedboy.com/home,https://myfave.com/kedah/partners/tedboy-bakery,,Malaysia,Kedah,3.112008,101.667305,true
Teenamanaf Spa At Cahaya SPK Resort Club,,https://www.facebook.com/tmfhaircare/?timeline_context_item_type=intro_card_work&timeline_context_item_source=1655803587,https://myfave.com/kedah/partners/teenamanaf-spa-at-cahaya-spk-resort-club,,Malaysia,Kedah,,,false
Tee-Rak Thai Cuisine,"116,  Lorong Selamat, 10450 George Town, Pulau Pinang, Malaysia",,https://myfave.com/kedah/partners/tee-rak-thai-cuisine,,Malaysia,Kedah,5.4170541,100.32471269999996,true
TEFL Express,,,https://myfave.com/kedah/partners/tefl-express,,Malaysia,Kedah,,,false
TEFL Graduate (MY),,http://www.teflgraduate.com/,https://myfave.com/kedah/partners/tefl-graduate-my,,Malaysia,Kedah,,,false
Teh Laris Kafe,"21, jalan snuker 13/28 seksyen 13 tadisma business park shah alam",,https://myfave.com/kedah/partners/teh-laris-kafe,,Malaysia,Kedah,3.08868,101.545529,true
Teh Tarik Place @ Wangsa Walk Mall,"Lot GL-03A, Wangsa Walk Mall, No 9, Jalan Wangsa Perdana 1, Bandar Wangsa Maju, 53300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",,https://myfave.com/kedah/partners/teh-tarik-place-wangsa-walk-mall,,Malaysia,Kedah,3.198277,101.741681,true
Tek Sen Restaurant,"18, Lebuh Carnarvon, George Town, 10200 George Town, Pulau Pinang, Malaysia",,https://myfave.com/kedah/partners/tek-sen-restaurant,,Malaysia,Kedah,5.418184999999999,100.3363286,true
Telaga Bunga Spa,,http://www.theroyalechulan.com.my/,https://myfave.com/kedah/partners/telaga-bunga-spa,,Malaysia,Kedah,,,false
Temasek Hotel Melaka,,http://temasekhotel.com/en/contact.html,https://myfave.com/kedah/partners/temasek-hotel-melaka,,Malaysia,Kedah,,,false
Tempurung Cafe,83a Jalan Gaya behind the Jesselton hotel 88000 Kota Kinabalu,https://www.facebook.com/tempurungicecream/,https://myfave.com/kedah/partners/tempurung-cafe,,Malaysia,Kedah,5.984826999999999,116.0778229,true
Ten11 Cafe," No G-16, Pv128, Jalan Genting Klang, Setapak, 53300 Kuala Lumpur, Malaysia",,https://myfave.com/kedah/partners/ten11-cafe,,Malaysia,Kedah,3.200507,101.717431,true
Ten BodyScience Studio,,http://10bodysciencestudio.com/,https://myfave.com/kedah/partners/ten-bodyscience-studio,,Malaysia,Kedah,,,false
Tenderfresh,"L3-01 Melawati Mall, 355 Jalan Bandar Melawati, 53100 Kuala Lumpur",facebook,https://myfave.com/kedah/partners/tenderfresh,,Malaysia,Kedah,3.211292,101.749692,true
Ten Years @ Evolve Concept Mall,,https://www.facebook.com/tenyearsevolve/,https://myfave.com/kedah/partners/ten-years-evolve-concept-mall,,Malaysia,Kedah,,,false
Ten Yee Tea Trading,"33, Beach Street, 10300 George Town, Penang, Malaysia",,https://myfave.com/kedah/partners/ten-yee-tea-trading,,Malaysia,Kedah,5.414833100000001,100.33867239999995,true
TEOCHIEW RESTAURANT,"41, Jalan Radin Bagus, Sri Petaling, 57000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",https://www.facebook.com/teochiewsripetaling/,https://myfave.com/kedah/partners/teochiew-restaurant,,Malaysia,Kedah,3.070115999999999,101.69502979999993,true
Teppanya Cafe & Bar KK,"Lot 19, ground floor, Oceanus Waterfront Mall Kota Kinabalu",https://www.facebook.com/Teppanya-Cafe-Bar-KK-936471613197365/,https://myfave.com/kedah/partners/teppanya-cafe-bar-kk,,Malaysia,Kedah,5.977028199999999,116.06892519999997,true
Teppanyaki,"L1-84 & 85, Mines Resort City, Level 1, The Mines Shopping Mall, Jalan Dulang, Seri Kembangan, Mines Wellness City, 43300 Seri Kembangan, ",https://www.facebook.com/TeppanyakiMY/,https://myfave.com/kedah/partners/teppanyaki-7c5d907a-ccc3-4217-85e4-6a0f63f4674b,,Malaysia,Kedah,3.027989,101.717933,true
Teppanyaki Empress,,https://www.facebook.com/pg/teppanyakiempress/about/?ref=page_internal,https://myfave.com/kedah/partners/teppanyaki-empress,,Malaysia,Kedah,,,false
Teppanyaki (Sungei Wang OR The Mines),"L1, 84 & 85 The Mines Jalan Dulang, Mines Resort City, 43300 Seri Kembangan, Selangor",https://www.facebook.com/teppanyakiMidValley/,https://myfave.com/kedah/partners/teppanyaki-sungei-wang-or-the-mines,,Malaysia,Kedah,3.027991,101.71793,true
Terabit Solutions,,,https://myfave.com/kedah/partners/terabit-solutions,,Malaysia,Kedah,,,false
Teratak Spa Bangi,,,https://myfave.com/kedah/partners/teratak-spa-bangi,,Malaysia,Kedah,,,false
Terazza Brasserie (Dorsett Grand Subang Hotel),,http://www.dorsetthotels.com/malaysia/subang/,https://myfave.com/kedah/partners/terazza-brasserie-dorsett-grand-subang-hotel,,Malaysia,Kedah,,,false
Terbangpagi Cafe,"8-0-11, Menara Mutiara Bangsar, Jalan Liku, Kuala Lumpur, Malaysia",https://www.facebook.com/terbangpagi/?ref=py_c,https://myfave.com/kedah/partners/terbangpagi-cafe,,Malaysia,Kedah,3.122373,101.67454,true
Terisa Professional Beauty House,,,https://myfave.com/kedah/partners/terisa-professional-beauty-house,,Malaysia,Kedah,,,false
Termy Tech Pest Control Services,,http://www.termytech.wordpress.com,https://myfave.com/kedah/partners/termy-tech-pest-control-services,,Malaysia,Kedah,,,false
Terracotta Cafe,"P-1-15, Persiaran Tropicana, Tropicana, 47410 Petaling Jaya, Selangor, Malaysia",,https://myfave.com/kedah/partners/terracotta-cafe,,Malaysia,Kedah,3.1372608,101.5955041,true
Terra Mystical B.G Cafe,,,https://myfave.com/kedah/partners/terra-mystical-bg-cafe,,Malaysia,Kedah,,,false
Terre Bleue,,https://www.facebook.com/terrebleuekepong/,https://myfave.com/kedah/partners/terre-bleue,,Malaysia,Kedah,,,false
Terry Aesthetic Skin Care And Slimming Centre,,http://www.terryleeclinic.com,https://myfave.com/kedah/partners/terry-aesthetic-skin-care-and-slimming-centre,,Malaysia,Kedah,,,false
Test Name,"Bengaluru, Karnataka, India",http://Test Website,https://myfave.com/kedah/partners/test-name,,Malaysia,Kedah,1.0,1.0,true
Texan Tacos & Grill,"14, Jalan Setia Tropika 1/24, Setia Tropika, 81200 Johor Bahru, Johor, Malaysia",https://www.facebook.com/withlovettg/?fref=ts,https://myfave.com/kedah/partners/texan-tacos-grill,,Malaysia,Kedah,1.5449013,103.7118416,true
TG's Nasi Kandar,"No.3, Jalan Tengkat Tong Shin, Bukit Bintang, 50200 Kuala Lumpur.",https://www.facebook.com/TGs-Nasi-Kandar-257341917648818/,https://myfave.com/kedah/partners/tgs-nasi-kandar,,Malaysia,Kedah,3.146349,101.707592,true
Thai Boy Street Food,"111, Jalan SS 21/37, Damansara Utama, 47400 Petaling Jaya, Selangor.",https://www.facebook.com/tbsfdamansarauptown/,https://myfave.com/kedah/partners/thai-boy-street-food,,Malaysia,Kedah,3.134021,101.62398710000002,true
Thai By Thai," 9, Jalan Radin Bagus 6, Sri Petaling, 57000 Kuala Lumpur.",https://web.facebook.com/thaibythaisripetaling/,https://myfave.com/kedah/partners/thai-by-thai,,Malaysia,Kedah,3.070889,101.692994,true
Thai Dee 小泰皇,"

7487, Ground Floor, Lorong Mesra Jaya 1, Jalan Ong Yi How, Taman Mesra Jaya,

13400 Bagan Lalang",https://www.facebook.com/Thai-Dee-%E5%B0%8F%E6%B3%B0%E7%9A%87-173685156697590/,https://myfave.com/kedah/partners/thai-dee-%E5%B0%8F%E6%B3%B0%E7%9A%87,,Malaysia,Kedah,5.4307273,100.3969184,true
Thai Hou Sek (1 Utama),"2nd floor, One Utama, Bandar Lot S132, Lebuh Bandar Utama, 47800 Petaling Jaya",,https://myfave.com/kedah/partners/thai-hou-sek-1-utama,,Malaysia,Kedah,3.148986,101.616133,true
Thai Hou Sek (Mid Valley),"LG-034, Mid Valley Megamall, Lingkaran Syed Putra,

Mid Valley City 58000 Kuala Lumpur",,https://myfave.com/kedah/partners/thai-hou-sek-mid-valley,,Malaysia,Kedah,3.11818,101.677629,true
Thai Hou Sek (Pavilion),"L1.59.00-L1.66.00, Level 1, Pavilion Kuala Lumpur, No. 168, Bukit Bintang Street, Bukit Bintang, 55100 Kuala Lumpur",https://www.facebook.com/ThaiHouSek/,https://myfave.com/kedah/partners/thai-hou-sek-pavilion,,Malaysia,Kedah,3.148708,101.71311,true
Thai Hou Sek (Plaza Arkadia),"Bellamy, B-G, 11, Jalan Intisari, Desa Parkcity, 52200 Kuala Lumpur",,https://myfave.com/kedah/partners/thai-hou-sek-plaza-arkadia,,Malaysia,Kedah,3.1863754,101.63533689999997,true
Thai Hou Sek (TTDI),,https://www.facebook.com/ThaiHouSek/,https://myfave.com/kedah/partners/thai-hou-sek-ttdi,,Malaysia,Kedah,,,false
Thai Interlude Cafe & Restaurant,"32, Jalan Equine 9c, Taman Equine, 43300 Seri Kembangan, Selangor, Malaysia",,https://myfave.com/kedah/partners/thai-interlude-cafe-restaurant,,Malaysia,Kedah,2.997022,101.67329,true
Thaily,"LOT NO 3, TINGKAT BAWAH, KIDAI LIDO PLAZA PENAMPANG",https://www.facebook.com/thaily.thaily.161,https://myfave.com/kedah/partners/thaily,,Malaysia,Kedah,5.937059199999999,116.0822401,true
Thai Mali 泰麻里涮涮鍋,"33 & 35, Jalan Kuning, Taman Pelangi, 80400 Johor Bahru, Johor, Malaysia",https://www.facebook.com/thaimalisteambot/,https://myfave.com/kedah/partners/thai-mali-%E6%B3%B0%E9%BA%BB%E9%87%8C%E6%B6%AE%E6%B6%AE%E9%8D%8B,,Malaysia,Kedah,1.484675,103.77549099999999,true
Thai Para,"19, Jalan Kuchai Maju 6, Kuchai Entrepreneurs Park, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",https://www.facebook.com/ThaiPara.KuchaiLama/,https://myfave.com/kedah/partners/thai-para,,Malaysia,Kedah,3.0896904,101.68590570000003,true
Thai Rama Restaurant,,https://www.facebook.com/Rama-V-Thai-335965623110518/,https://myfave.com/kedah/partners/thai-rama-restaurant,,Malaysia,Kedah,,,false
T Hair Art Studio,,https://www.facebook.com/T-HAIR-ART-Studio-1072045572883534/,https://myfave.com/kedah/partners/t-hair-art-studio,,Malaysia,Kedah,,,false
Thai's World Traditional Massage,,https://www.facebook.com/Thais-World-702965219800124/,https://myfave.com/kedah/partners/thais-world-traditional-massage,,Malaysia,Kedah,,,false
Thai Thai,"F-0-6, Plaza Damas, No.60,Jln Sri Hartamas,50480 KL",https://www.facebook.com/pages/Thai-Thai/1174427782572794,https://myfave.com/kedah/partners/thai-thai,,Malaysia,Kedah,3.16422,101.657238,true
Thalia Beaute,,https://www.facebook.com/ThaliaBeaute,https://myfave.com/kedah/partners/thalia-beaute,,Malaysia,Kedah,,,false
That Little Effort,,,https://myfave.com/kedah/partners/that-little-effort,,Malaysia,Kedah,,,false
That Little Effort (BSC Cafe),"48, Jalan SS 19/1D, Ss 19, 47500 Subang Jaya, Selangor, Malaysia",,https://myfave.com/kedah/partners/that-little-effort-bsc-cafe,,Malaysia,Kedah,3.078848,101.57896299999993,true
The 9ine By Jackie Wong,"9, Jalan Kek Chuan, 10400 Georgetown, Penang, Malaysia",https://www.facebook.com/the9inebyjackiewong/,https://myfave.com/kedah/partners/the-9ine-by-jackie-wong,,Malaysia,Kedah,5.415081400000001,100.32463940000002,true
The Aeroport Wine & Dine,,https://www.facebook.com/The-Aeroport-Wine-Dine-395136577234263/,https://myfave.com/kedah/partners/the-aeroport-wine-dine,,Malaysia,Kedah,,,false
The Airbox,,,https://myfave.com/kedah/partners/the-airbox,,Malaysia,Kedah,,,false
The Alley,"5, Stewart Lane

10200 George Town, Malaysia",https://www.facebook.com/thealleypenang/,https://myfave.com/kedah/partners/the-alley,,Malaysia,Kedah,5.4183254,100.3387528,true
The AlleyCAT Cafe,,https://www.facebook.com/Nothingsuck.likeTheAlleyCATcafe/,https://myfave.com/kedah/partners/the-alleycat-cafe,,Malaysia,Kedah,,,false
The Alley Malaysia,"B-3-8,Boulevard Bbt One,Lebuh Batu Nilam 2, Bandar Bukit Tinggi 41200 Klang",,https://myfave.com/kedah/partners/the-alley-malaysia,,Malaysia,Kedah,2.999295,101.442845,true
The Artcoffee,"Lot 1.8, First Floor, Nexus Bangsar South, Jalan Kerinchi, 59200 Kuala Lumpur.",http://theartcoffee.com.my,https://myfave.com/kedah/partners/the-artcoffee,,Malaysia,Kedah,3.10964,101.665524,true
The Art Of Chocolate Museum (Triba-East Travel),,,https://myfave.com/kedah/partners/the-art-of-chocolate-museum-triba-east-travel,,Malaysia,Kedah,,,false
The Art Of Hair By Junnsalon,,https://www.facebook.com/junn.junnsalon,https://myfave.com/kedah/partners/the-art-of-hair-by-junnsalon,,Malaysia,Kedah,,,false
The AsiaSpa,,http://www.asiaspa.com.my/index.html,https://myfave.com/kedah/partners/the-asiaspa,,Malaysia,Kedah,,,false
The Barn,,http://www.thebarn.com.my/,https://myfave.com/kedah/partners/the-barn,,Malaysia,Kedah,,,false
The Beast Cafe,"No 293 Jalan S2B13, Uptown Avenue

70300 Seremban (City)",https://www.facebook.com/thebeastcafe/,https://myfave.com/kedah/partners/the-beast-cafe,,Malaysia,Kedah,2.6955071,101.91050259999997,true
The Beautylife,,https://www.facebook.com/The-Beauty-Life-209447852528122/,https://myfave.com/kedah/partners/the-beautylife,,Malaysia,Kedah,,,false
The Beauty Room,,http://www.thebeautyroom.com.my/,https://myfave.com/kedah/partners/the-beauty-room,,Malaysia,Kedah,,,false
The Beauty Shoppe,,,https://myfave.com/kedah/partners/the-beauty-shoppe,,Malaysia,Kedah,,,false
The Berlin KL,"208, Jalan Tun H S Lee, City Centre, 50000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",,https://myfave.com/kedah/partners/the-berlin-kl,,Malaysia,Kedah,3.1427895,101.69655130000001,true
The Best Coffee,"46, Tingkat Taman Ipoh Selatan 12, 31400 Ipoh, Perak.",https://www.facebook.com/The-Best-Coffee-1936473926671324/,https://myfave.com/kedah/partners/the-best-coffee,,Malaysia,Kedah,4.607067,101.119592,true
The Big Black Pig (The Roof),,http://www.theroof.com.my,https://myfave.com/kedah/partners/the-big-black-pig-the-roof,,Malaysia,Kedah,,,false
The Birdland & Fat Cow,"Lot G05 & 06, Subang Courtyard, Jalan SS15/4G, SS15, 47500 Subang Jaya",https://www.facebook.com/The-Birdland-Fat-Cow-363859127344612/?ref=py_c,https://myfave.com/kedah/partners/the-birdland-fat-cow,,Malaysia,Kedah,3.077648,101.586497,true
The Black Cat Cafe,"B-0-11, Viva Residency, Jalan Suppiah Pillay Off 2nd Mile, Jalan Ipoh, 51200 Kuala Lumpur.",https://www.facebook.com/The-Black-Cat-Caf%C3%A9-457368587767911/,https://myfave.com/kedah/partners/the-black-cat-cafe-7cef6bb2-a3a3-4ea3-906a-f635bd670796,,Malaysia,Kedah,3.177884,101.685057,true
The Black Market,,,https://myfave.com/kedah/partners/the-black-market,,Malaysia,Kedah,,,false
The Bogota KL,"48, Jalan Doraisamy, Chow Kit, 50300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,https://myfave.com/kedah/partners/the-bogota-kl,,Malaysia,Kedah,3.1585399,101.69945010000004,true
The Bons Cafe,"22, jalan ss22/21, Damansara Jaya, 47400 PJ, Selangor, Malaysia",https://www.facebook.com/thebonscafe/,https://myfave.com/kedah/partners/the-bons-cafe,,Malaysia,Kedah,3.127175,101.61658399999999,true
The Bowls,,http://www.thebowls.asia,https://myfave.com/kedah/partners/the-bowls,,Malaysia,Kedah,,,false
The Bright Bar By Glo,,http://www.thebrightbar.com/,https://myfave.com/kedah/partners/the-bright-bar-by-glo,,Malaysia,Kedah,,,false
The Brothers Cafe,"Jalan Genting Kelang, Taman Danau Kota, 53100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,https://myfave.com/kedah/partners/the-brothers-cafe,,Malaysia,Kedah,3.1998251,101.71674289999999,true
The B Side,"21, Lido Plaza, Jalan Nosoob Hungab, 88300 Kota Kinabalu, Sabah",https://www.facebook.com/thebsidekk/,https://myfave.com/kedah/partners/the-b-side,,Malaysia,Kedah,5.9371102,116.08239819999999,true
The Burger Shop,"C7, Jalan SS 15/4d, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",https://www.facebook.com/pages/The-Burger-Shop-SS15-Subang-Jaya/177039379003599,https://myfave.com/kedah/partners/the-burger-shop,,Malaysia,Kedah,3.0738691,101.58782559999997,true
The Business Cafe,"Setia Triangle 11900 3, R-01-25,  Persiaran Kelicap, Bayan Lepas, Penang.",https://www.facebook.com/businesscafepenang/,https://myfave.com/kedah/partners/the-business-cafe,,Malaysia,Kedah,5.3023025,100.2604084,true
The Butter Chicken,"Plaza Rasta, Jalan Datuk Sulaiman, Taman Tun Dr Ismail, 60000 Damansara, Kuala Lumpur, Malaysia",,https://myfave.com/kedah/partners/the-butter-chicken,,Malaysia,Kedah,3.156,101.632,true
The Café Society,"

H-G-04, The Hive, TREC,, Jalan Tun Razak, 54000 Kuala Lumpur",https://www.facebook.com/TheCafeSocietyKL/,https://myfave.com/kedah/partners/the-cafe-society,,Malaysia,Kedah,3.141331,101.72146,true
The Canteen,,,https://myfave.com/kedah/partners/the-canteen,,Malaysia,Kedah,,,false
The Carnival Waterpark,,http://cintasayangresort.com/waterpark/,https://myfave.com/kedah/partners/the-carnival-waterpark,,Malaysia,Kedah,,,false
The Catch Restaurant,"159, Jalan Sutera, Taman Sentosa, 80150 Johor Bahru, Johor, Malaysia",https://www.facebook.com/thecatchjb/?fref=ts,https://myfave.com/kedah/partners/the-catch-restaurant,,Malaysia,Kedah,1.4935485,103.7752633,true
The Chain Nail,,,https://myfave.com/kedah/partners/the-chain-nail,,Malaysia,Kedah,,,false
The Chain Nail ( Inside Centro Hair Salon),,,https://myfave.com/kedah/partners/the-chain-nail-inside-centro-hair-salon,,Malaysia,Kedah,,,false
The Chain Nail (Plaza Arkadia),,,https://myfave.com/kedah/partners/the-chain-nail-plaza-arkadia,,Malaysia,Kedah,,,false
The Chain Nail Service (Setiawalk),,,https://myfave.com/kedah/partners/the-chain-nail-service-setiawalk,,Malaysia,Kedah,,,false
The Chamber Restaurant,"Level 2, No.2, Penang Street, 10200 George Town, Penang, Malaysia",,https://myfave.com/kedah/partners/the-chamber-restaurant,,Malaysia,Kedah,5.4178557,100.34056179999993,true
The Champ Kitchen,"8， Jalan Seenivagam, 30450 Ipoh Perak.",https://www.facebook.com/thechampkitchenipoh/,https://myfave.com/kedah/partners/the-champ-kitchen,,Malaysia,Kedah,4.5993826,101.0849093,true
The Champ Kitchen KL,,,https://myfave.com/kedah/partners/the-champ-kitchen-kl,,Malaysia,Kedah,,,false
The Cinnamon Restaurant At Hotel Penaga,,https://hotelpenaga.com/dining/thecinnamon/,https://myfave.com/kedah/partners/the-cinnamon-restaurant-at-hotel-penaga,,Malaysia,Kedah,,,false
The Club@Bukit Utama (Badminton Court Hire),,http://www.theclub.com.my/,https://myfave.com/kedah/partners/the-clubbukit-utama-badminton-court-hire,,Malaysia,Kedah,,,false
The Club @ Bukit Utama (FAVE),,http://www.theclub.com.my/,https://myfave.com/kedah/partners/the-club-bukit-utama-fave,,Malaysia,Kedah,,,false
The Club Bukit Utama Golf Resort (Hot Catering & Events),,http://www.hotcatering2u.com,https://myfave.com/kedah/partners/the-club-bukit-utama-golf-resort-hot-catering-events,,Malaysia,Kedah,,,false
The Club@Bukit Utama (Gym Access),,http://www.theclub.com.my/,https://myfave.com/kedah/partners/the-clubbukit-utama-gym-access,,Malaysia,Kedah,,,false
The Club@Bukit Utama (Swimming Pool Access),,http://www.theclub.com.my/,https://myfave.com/kedah/partners/the-clubbukit-utama-swimming-pool-access,,Malaysia,Kedah,,,false
The Coffee & Bar,,,https://myfave.com/kedah/partners/the-coffee-bar,,Malaysia,Kedah,,,false
The Coffee Clinic,"GF, Sublot 16, Song Plaza, Off Jalan Tun Jugah / Jalan Song, Kuching, Sarawak, 93200",www.facebook.com/thecoffeeclinic1963,https://myfave.com/kedah/partners/the-coffee-clinic,,Malaysia,Kedah,1.522327,110.354921,true
The Coffee Factory,"JT Building, 7th Mile, Kuching - Serian Road, 93250 Kuching, Sarawak. ",https://www.facebook.com/thecoffeefactory1963/,https://myfave.com/kedah/partners/the-coffee-factory,,Malaysia,Kedah,1.461698,110.326298,true
The Coffee Garden,"L1-03, Level 1 Tun Jugah, No. 1B, Jalan Tunku Abdul Rahman, 93100 Kuching, Sarawak",https://www.facebook.com/The-Coffee-Garden-1637458626523611/,https://myfave.com/kedah/partners/the-coffee-garden,,Malaysia,Kedah,1.557543,110.353373,true
The Colorist Salon,,,https://myfave.com/kedah/partners/the-colorist-salon-6347388b-acb1-43b2-80a1-3fe8e20fdc5d,,Malaysia,Kedah,,,false
The Craftisan,"12, Jalan Kek Chuan, 10400 George Town, Pulau Pinang, Malaysia",,https://myfave.com/kedah/partners/the-craftisan,,Malaysia,Kedah,5.415191,100.32456490000004,true
The Cruises Steak House,"Unit 73-1-1, 73-1-2 Ideal @ THE ONE, Jalan Mahsuri Bayan Lepas 11950",https://www.facebook.com/thecruisesteakhouse/,https://myfave.com/kedah/partners/the-cruises-steak-house,,Malaysia,Kedah,5.327386,100.284529,true
The Crusty Nest,,https://www.facebook.com/thecrustynest,https://myfave.com/kedah/partners/the-crusty-nest,,Malaysia,Kedah,,,false
The Dark Gallery,,http://thedarkgallery.com/,https://myfave.com/kedah/partners/the-dark-gallery,,Malaysia,Kedah,,,false
The Dough & Batter,,http://www.thedoughbatter.com/index.html#,https://myfave.com/kedah/partners/the-dough-batter,,Malaysia,Kedah,,,false
The Dungeon Gym,,http://thedungeongym.blogspot.com/,https://myfave.com/kedah/partners/the-dungeon-gym,,Malaysia,Kedah,,,false
The Elite Seafood Restaurant,"Lot 9B, Jalan Kemajuan, Seksyen 13, 46200 Petaling Jaya, Selangor, Malaysia",https://www.facebook.com/eliteseafood/,https://myfave.com/kedah/partners/the-elite-seafood-restaurant,,Malaysia,Kedah,3.1141263,101.64226639999993,true
The Embassy,"Level 2, The Starling Mall, No.6, Jalan SS 21/37, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",http://www.embassydining.com/,https://myfave.com/kedah/partners/the-embassy,,Malaysia,Kedah,3.134537399999999,101.62312040000006,true
